Numero de la Orden de Compra;EAN Entidad a Facturar;Nombre Entidad a Facturar;EAN Lugar Entrega Factura;Nombre Lugar Entrega Factura;F. Documento O/C;F. Minima Entrega;F. Maxima Entrega;F. Solicitada de Entrega;EAN del Item;PLU / SKU;Codigo Item Proveedor;Descripcion del Item;EAN Lugar Entrega Items;Nombre Lugar Entrega Items;Cantidad Total;EAN Punto de Venta;Nombre Punto de Venta;Cantidad Pto Vta;Precio Bruto;Precio Neto;% IVA
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666649053;630516;T302000006;;7703670529804;SODIMAC - CEDI FUNZA;8;7703670900313;SODIMAC - CALI NORTE;8;105900;105900;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666056523;630515;T302000003;;7703670529804;SODIMAC - CEDI FUNZA;20;7703670900603;SODIMAC - PEREIRA;4;89000;89000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666056523;630515;T302000003;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900658;SODIMAC - MANIZALES SAN RAFAEL;4;89000;89000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666056523;630515;T302000003;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900122;SODIMAC - CAJICA;4;89000;89000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666056523;630515;T302000003;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900665;SODIMAC - ARMENIA;4;89000;89000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666056523;630515;T302000003;;7703670529804;SODIMAC - CEDI FUNZA;;7703670901167;SODIMAC - MOSQUERA;4;89000;89000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666370346;3057534;T2010BOL45;;7703670529804;SODIMAC - CEDI FUNZA;4;7703670900603;SODIMAC - PEREIRA;2;330500;330500;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666370346;3057534;T2010BOL45;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900658;SODIMAC - MANIZALES SAN RAFAEL;1;330500;330500;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666370346;3057534;T2010BOL45;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900115;SODIMAC - BOGOTA CEDRITOS;1;330500;330500;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666225066;3057530;T2010BOL41;;7703670529804;SODIMAC - CEDI FUNZA;3;7703670900603;SODIMAC - PEREIRA;3;183800;183800;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666958544;3057532;T2010BOL43;;7703670529804;SODIMAC - CEDI FUNZA;4;7703670900603;SODIMAC - PEREIRA;3;60300;60300;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666958544;3057532;T2010BOL43;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900139;SODIMAC – SOACHA;1;60300;60300;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666614815;769185;T2005MSA02;;7703670529804;SODIMAC - CEDI FUNZA;4;7703670900412;SODIMAC - MEDELLIN SAN JUAN;4;19600;19600;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666592779;3057528;T2010BOL39;;7703670529804;SODIMAC - CEDI FUNZA;1;7703670900412;SODIMAC - MEDELLIN SAN JUAN;1;330500;330500;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666787465;583584;T100500009;;7703670529804;SODIMAC - CEDI FUNZA;12;7703670900412;SODIMAC - MEDELLIN SAN JUAN;4;81000;81000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666787465;583584;T100500009;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900191;SODIMAC - IBAGUE;4;81000;81000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666787465;583584;T100500009;;7703670529804;SODIMAC - CEDI FUNZA;;7703670900122;SODIMAC - CAJICA;4;81000;81000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666288603;3057533;T2010BOL44;;7703670529804;SODIMAC - CEDI FUNZA;9;7703670900412;SODIMAC - MEDELLIN SAN JUAN;9;183800;183800;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666987810;3057521;T2010SNA02;;7703670529804;SODIMAC - CEDI FUNZA;1;7703670900436;SODIMAC - MEDELLIN MOLINOS;1;210000;210000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666564301;769184;T2005MIN01;;7703670529804;SODIMAC - CEDI FUNZA;80;7703670900177;SODIMAC - NEIVA;80;12000;12000;;
15669499;7703670900009;Sodimac Colombia S.A.- Home Center;7703670529804;SODIMAC - CEDI FUNZA;01/06/2026 12:00;12/06/2026 00:00;16/06/2026 00:00;;7705666518748;588886;T2005INN15;;7703670529804;SODIMAC - CEDI FUNZA;4;7703670900122;SODIMAC - CAJICA;4;44300;44300;;
